ax1,ay1,az1,gx1,gy1,gz1,ax2,ay2,az2,gx2,gy2,gz2,Label
0.31,-0.51,9.70,-0.04,-0.12,-0.06,9.06,-2.07,-2.90,-0.30,0.01,0.93,salah
3.71,-0.02,9.22,-0.11,0.00,-0.06,7.11,-6.63,0.43,0.04,0.03,0.06,salah
1.06,0.27,9.52,-0.09,0.04,-0.03,9.91,0.18,-1.25,-0.01,-0.08,0.02,salah
0.40,-0.01,9.58,-0.11,0.05,-0.00,8.68,-4.81,-1.13,0.10,-0.01,-0.00,salah
0.09,-0.78,9.51,-0.08,0.04,0.01,9.59,0.38,-3.16,0.06,-0.06,0.01,salah
1.70,-1.26,9.44,-0.10,0.05,0.01,9.29,-2.85,-2.56,0.02,-0.05,0.00,salah
4.58,-1.03,8.60,-0.13,0.03,0.01,5.65,-7.16,-4.49,-0.13,-0.06,0.03,salah
1.87,-0.43,9.37,-0.09,0.11,0.01,9.84,-0.68,-2.88,0.17,0.03,-0.04,salah
0.93,-0.30,9.54,-0.08,0.08,-0.01,9.42,-1.60,-2.76,0.01,-0.07,-0.20,salah
1.05,-0.51,9.45,-0.08,0.03,-0.02,9.81,1.09,-1.89,0.01,-0.08,0.02,salah
5.52,0.60,8.34,-0.02,0.05,0.11,7.05,-7.74,0.10,0.26,-0.10,0.04,salah
3.67,-1.02,8.90,-0.09,0.04,0.01,6.62,-6.25,-4.25,0.10,-0.05,-0.01,salah
1.64,-2.04,9.39,-0.09,0.05,-0.01,9.49,-2.26,-2.11,-0.09,-0.08,0.04,salah
5.32,-0.00,8.29,-0.13,0.14,-0.04,7.16,-6.79,-0.22,-0.01,-0.04,-0.11,salah
-0.32,-0.90,9.76,-0.05,0.06,-0.02,9.36,0.40,-2.83,-0.13,-0.19,-0.19,salah
0.32,-0.17,9.48,-0.03,0.06,-0.06,9.40,-2.75,-1.56,-0.09,-0.07,-0.03,salah
4.05,-1.07,8.78,-0.08,0.01,0.02,6.53,-6.32,-4.57,0.04,-0.05,0.01,salah
1.17,-0.30,9.48,-0.09,-0.02,-0.10,9.20,-2.51,-2.36,0.38,0.11,-0.07,salah
1.12,0.14,9.54,-0.09,0.04,0.01,9.87,0.07,-0.96,0.04,-0.06,0.01,salah
-0.40,-0.39,9.60,-0.09,0.04,-0.00,9.14,-4.14,-0.73,-0.03,-0.10,0.03,salah
0.10,-0.51,9.69,-0.06,0.04,0.04,8.35,-5.35,-0.59,0.03,-0.08,0.04,salah
-0.16,0.14,9.53,-0.12,0.04,0.10,9.43,-2.87,-0.93,-0.00,-0.21,-0.02,salah
4.69,0.44,9.63,-0.19,0.19,-0.05,8.33,-6.33,-0.53,0.10,-0.06,0.03,salah
0.69,-0.35,9.63,-0.08,0.06,-0.02,9.66,1.15,-1.78,-0.02,-0.07,0.01,salah
4.26,0.18,8.80,-0.09,0.05,-0.03,7.28,-6.82,0.50,0.02,-0.12,0.02,salah
3.10,0.13,9.64,-0.10,0.14,0.01,8.47,-5.56,-2.99,-0.12,-0.08,0.02,salah
2.11,-0.72,9.36,-0.09,0.02,-0.01,8.86,-3.77,-2.80,-0.03,-0.09,0.07,salah
3.55,-0.09,9.12,-0.09,0.04,-0.01,9.11,-4.10,-0.35,0.03,-0.07,0.01,salah
3.71,-0.99,9.03,-0.11,0.01,-0.01,5.81,-7.50,-4.21,0.01,-0.05,0.03,salah
1.05,0.29,9.59,-0.09,0.04,-0.03,9.80,0.18,-1.27,-0.00,-0.07,0.01,salah
3.75,-1.10,8.74,-0.11,0.03,0.01,6.48,-6.67,-4.26,0.05,-0.07,0.03,salah
1.76,-1.09,9.56,-0.09,0.04,0.00,9.32,-2.75,-2.65,0.04,-0.08,0.01,salah
3.43,-0.08,9.10,-0.08,0.04,0.00,9.34,-3.37,-0.79,-0.03,-0.08,0.01,salah
1.82,-1.74,9.48,-0.11,0.01,0.05,9.40,-2.32,-2.54,0.10,-0.05,-0.02,salah
3.11,-1.36,9.12,-0.09,0.07,-0.01,7.81,-4.90,-4.43,0.02,-0.07,0.00,salah
2.79,1.02,9.76,0.05,-0.00,0.04,7.99,-7.17,2.90,0.08,-0.34,0.09,salah
4.20,-0.02,8.75,-0.08,0.04,-0.02,7.33,-7.03,0.68,0.22,-0.07,0.02,salah
0.11,-0.83,9.49,-0.09,0.05,-0.04,9.65,-3.97,-0.44,0.20,-0.02,-0.08,salah
-0.47,-0.36,9.54,-0.09,0.04,0.01,9.18,-3.97,-0.46,0.09,-0.11,0.02,salah
0.46,-0.52,9.60,-0.09,0.06,-0.01,9.76,-1.14,-1.37,0.04,-0.06,0.03,salah
0.60,-0.14,9.36,-0.16,0.05,0.02,9.11,-3.28,-1.23,-0.07,-0.15,0.08,salah
3.37,-0.26,9.13,-0.10,0.03,0.04,9.26,-3.89,-0.37,0.09,-0.04,0.01,salah
1.32,-0.41,9.55,-0.09,0.04,-0.00,9.61,-0.52,-2.87,0.00,-0.05,0.03,salah
-0.47,-0.35,9.57,-0.09,0.03,0.00,9.11,-4.07,-0.78,0.09,-0.07,0.01,salah
0.09,-0.76,9.35,-0.14,0.22,0.05,9.67,0.27,-3.04,0.03,-0.04,0.10,salah
0.93,-0.48,9.52,-0.10,0.08,-0.03,9.63,1.14,-1.84,0.02,-0.06,-0.01,salah
1.37,-0.36,9.56,-0.10,0.05,0.04,9.51,-1.44,-2.75,-0.03,-0.07,-0.11,salah
2.05,-1.05,9.43,-0.10,0.07,-0.03,8.79,-3.20,-3.05,-0.22,-0.11,0.04,salah
1.29,-0.38,9.53,-0.10,0.05,0.01,9.61,-0.62,-2.90,0.05,-0.06,0.03,salah
2.59,0.70,9.55,-0.09,0.06,-0.05,8.24,-5.61,-0.40,0.07,0.04,-0.02,salah
3.71,-0.09,9.11,-0.09,0.03,-0.01,8.66,-5.00,0.42,0.04,-0.08,0.04,salah
4.52,0.49,8.61,-0.10,-0.27,0.07,7.30,-7.32,-0.20,0.01,-0.18,0.41,salah
2.30,-0.50,9.45,-0.22,-0.02,0.03,8.01,-6.17,-2.53,0.01,-0.02,-0.11,salah
1.28,-0.40,9.48,-0.14,0.04,-0.01,9.34,-0.79,-2.34,-0.02,0.03,-0.05,salah
1.62,-0.92,9.56,-0.10,0.01,-0.02,9.13,-3.44,-2.51,0.09,-0.06,0.04,salah
0.39,-0.27,9.78,-0.07,0.05,0.04,9.23,-3.74,-1.78,0.06,-0.08,0.03,salah
0.60,-0.04,9.55,-0.10,0.02,-0.04,8.66,-4.91,-1.47,0.14,-0.03,0.04,salah
5.54,0.54,8.12,-0.09,0.02,0.05,7.15,-7.68,-0.37,0.49,0.07,0.01,salah
3.17,-0.12,9.27,-0.07,-0.04,-0.05,7.25,-6.02,-3.10,-0.02,-0.07,0.09,salah
3.41,-0.09,9.03,-0.09,0.02,-0.03,8.99,-4.13,-0.39,0.05,-0.06,0.04,salah
5.61,0.50,8.00,-0.10,0.03,-0.00,6.80,-7.01,-0.74,0.36,-0.00,-0.02,salah
0.39,-0.61,9.70,-0.08,0.03,-0.01,9.11,-4.22,-1.30,0.12,-0.06,0.00,salah
1.95,-0.72,9.48,-0.06,0.06,0.01,9.13,-3.32,-2.83,0.14,-0.08,0.03,salah
-0.34,-0.43,9.74,-0.11,0.09,0.02,9.10,-4.46,-0.86,0.10,-0.10,-0.02,salah
-0.03,-0.40,9.65,-0.12,0.08,0.00,8.58,-5.11,-0.78,-0.05,-0.10,-0.03,salah
3.14,-1.41,9.28,-0.10,0.04,-0.02,7.62,-5.02,-4.10,-0.07,-0.07,0.04,salah
3.76,0.65,8.96,-0.05,0.10,0.00,7.43,-6.28,-1.27,0.11,-0.05,-0.03,salah
3.74,0.42,9.12,-0.15,0.04,-0.02,7.78,-5.94,-1.34,0.17,-0.04,-0.00,salah
4.07,-0.50,9.32,0.01,0.11,-0.02,8.54,-4.90,-0.17,-0.14,-0.23,-0.18,salah
2.66,0.21,9.54,-0.13,-0.12,-0.10,7.77,-6.06,-0.68,-0.39,0.08,0.19,salah
5.44,0.21,8.18,-0.13,-0.02,-0.01,6.71,-6.85,-0.60,0.27,0.04,0.01,salah
1.28,-0.37,9.60,-0.10,0.04,-0.01,9.90,0.10,-1.31,0.02,-0.08,0.02,salah
-0.59,-1.03,9.62,0.02,0.05,-0.08,9.22,-0.79,-3.14,-0.18,-0.04,0.75,salah
3.64,-0.19,8.95,-0.10,0.07,0.02,7.19,-6.57,0.76,0.02,-0.10,0.03,salah
3.93,-0.82,8.83,-0.09,0.05,0.01,5.68,-7.09,-4.16,0.02,-0.05,-0.01,salah
0.30,-0.54,9.63,-0.08,0.02,-0.00,9.13,-3.89,-1.50,0.01,-0.06,0.04,salah
4.23,0.43,8.83,-0.06,0.09,0.04,7.88,-7.10,-0.85,-0.17,-0.09,0.03,salah
3.81,-0.80,8.92,-0.09,0.02,-0.00,5.83,-7.29,-3.88,-0.01,-0.05,0.03,salah
-0.02,-0.91,9.59,-0.09,0.04,-0.05,9.75,-0.67,-3.15,-0.09,-0.05,0.05,salah
1.17,-0.14,9.66,-0.07,0.04,-0.05,8.03,-5.74,-1.22,-0.03,-0.11,0.04,salah
-0.15,-0.13,9.56,-0.07,0.03,-0.01,8.76,-4.58,-0.88,0.14,-0.06,-0.00,salah
5.37,0.16,8.34,-0.20,0.09,-0.02,6.17,-5.84,-0.60,-0.05,0.03,-0.01,salah
3.67,-0.88,8.91,-0.11,0.01,0.00,5.50,-7.37,-4.12,0.21,-0.01,0.00,salah
-0.11,-0.96,9.73,-0.14,-0.04,0.04,9.07,-3.18,-0.83,-0.08,-0.07,-0.01,salah
-0.23,-0.17,9.81,-0.09,0.05,0.00,9.07,-3.56,-1.13,0.11,-0.05,0.00,salah
1.20,0.16,9.64,-0.09,0.04,-0.00,9.95,-0.11,-1.05,0.04,-0.06,0.03,salah
1.85,-2.09,9.32,-0.08,0.02,0.00,9.60,-2.51,-2.01,0.10,-0.09,0.02,salah
1.58,-0.64,9.58,-0.07,0.05,0.03,9.66,-1.25,-2.72,-0.01,-0.05,-0.01,salah
1.08,0.27,9.53,-0.10,0.04,0.02,9.90,0.06,-1.13,0.07,-0.05,0.02,salah
0.21,-0.65,9.49,-0.08,0.04,-0.00,9.82,-1.44,-1.37,-0.03,-0.08,0.05,salah
1.61,-2.12,9.34,-0.10,0.05,-0.00,9.74,-1.85,-2.10,0.05,-0.08,0.03,salah
3.19,0.07,9.15,-0.06,-0.01,-0.02,9.09,-4.27,-0.12,0.09,-0.02,0.10,salah
3.46,-0.08,9.08,-0.09,0.05,0.01,9.02,-4.14,-0.10,0.02,-0.05,0.03,salah
1.06,0.14,9.54,-0.10,0.03,0.01,9.91,0.11,-1.26,0.04,-0.05,0.01,salah
3.80,-0.37,8.94,-0.09,0.00,0.02,7.10,-6.67,1.28,-0.01,-0.07,0.03,salah
1.15,0.05,9.64,-0.10,0.06,-0.00,9.85,-0.11,-1.34,0.01,-0.07,-0.01,salah
0.17,-0.90,9.64,-0.06,0.03,-0.31,9.24,-3.90,-1.42,-0.31,-0.00,0.12,salah
4.72,-0.99,8.49,-0.12,-0.04,0.00,5.92,-6.90,-4.58,0.02,-0.09,0.10,salah
1.86,-1.91,9.22,-0.08,0.03,0.05,9.48,-2.69,-2.35,0.19,-0.08,0.01,salah
3.63,-0.90,8.77,-0.10,0.03,-0.00,5.88,-7.87,-4.02,0.20,0.05,-0.08,salah
3.35,-0.03,9.11,-0.09,0.04,-0.01,9.05,-4.06,-0.34,0.01,-0.02,0.04,salah
5.22,0.42,7.98,-0.02,-0.03,0.03,6.28,-7.22,-0.88,-0.11,-0.14,-0.01,salah
1.64,-0.17,9.45,-0.05,0.11,0.00,9.50,-1.57,-2.56,0.11,-0.11,-0.09,salah
4.59,0.08,8.84,-0.10,0.05,0.01,7.66,-6.37,-0.76,-0.06,-0.13,-0.03,salah
0.07,-0.55,9.62,-0.10,0.04,-0.00,9.57,-2.65,-1.87,0.05,-0.05,0.02,salah
3.79,0.50,8.94,-0.10,0.10,-0.02,7.92,-6.40,-1.22,-0.09,-0.07,-0.05,salah
1.12,0.28,9.60,-0.09,0.05,-0.01,9.85,0.06,-1.13,0.03,-0.05,0.01,salah
1.72,-1.21,9.52,-0.09,0.05,-0.01,9.30,-2.84,-2.53,0.01,-0.08,0.00,salah
3.74,-0.93,9.04,-0.10,0.04,0.02,5.91,-7.19,-4.13,0.11,-0.04,0.01,salah
1.61,-0.89,9.53,-0.08,0.02,-0.01,8.89,-3.60,-2.73,0.05,-0.07,0.02,salah
3.67,0.04,9.03,-0.10,0.03,-0.00,8.49,-4.95,0.31,0.03,-0.09,0.04,salah
0.05,-0.50,9.51,-0.09,0.04,-0.01,9.46,-2.53,-1.89,0.02,-0.08,0.02,salah
1.26,-0.47,9.67,-0.07,0.09,0.01,9.54,-1.70,-3.05,-0.03,-0.11,-0.06,salah
1.06,-0.21,9.50,-0.10,0.07,0.00,9.64,-0.89,-2.57,-0.09,-0.15,-0.10,salah
0.17,-0.27,9.52,-0.20,0.00,-0.13,9.94,-3.64,-1.33,0.16,0.04,-0.03,salah
1.03,0.16,9.58,-0.08,0.03,-0.01,9.95,0.08,-1.14,0.05,-0.04,0.03,salah
0.71,-0.38,9.55,-0.10,0.04,-0.02,9.80,1.01,-1.67,0.06,-0.03,0.04,salah
3.61,-0.11,8.99,-0.10,0.02,-0.04,6.99,-6.97,1.39,-0.01,0.05,0.03,salah
0.18,-0.33,9.50,-0.10,0.06,0.01,9.39,-3.01,-1.71,0.07,-0.08,-0.01,salah
-0.54,-0.25,9.35,-0.09,0.08,0.01,8.99,-3.97,-0.57,0.07,-0.09,-0.07,salah
-0.60,-0.37,9.63,-0.10,0.02,0.01,9.08,-4.08,-0.98,-0.01,-0.06,0.03,salah
-0.59,-0.42,9.66,-0.11,0.03,0.00,9.12,-3.92,-0.74,-0.04,-0.10,0.03,salah
0.87,-0.26,9.55,-0.13,0.02,0.12,9.58,-1.38,-2.48,0.12,-0.05,0.00,salah
0.49,-0.79,9.55,-0.01,-0.02,-0.01,9.34,-3.26,-1.44,-0.05,-0.06,0.03,salah
0.41,-2.14,9.55,0.07,-0.08,0.17,6.62,0.41,-2.51,0.21,-0.01,0.45,salah
3.38,-0.03,9.10,-0.10,0.03,-0.01,9.05,-4.41,-0.04,0.14,-0.07,0.02,salah
3.71,-0.55,8.97,-0.11,0.11,0.02,5.98,-7.81,-3.82,0.02,-0.10,-0.04,salah
3.47,-0.24,9.12,-0.10,0.04,0.02,9.16,-4.13,-0.31,0.11,-0.08,-0.01,salah
0.59,0.18,9.55,-0.07,0.05,-0.03,8.93,-4.17,-1.05,0.07,-0.09,0.03,salah
0.30,-0.62,9.58,-0.09,0.05,-0.00,9.38,-2.56,-1.91,-0.02,-0.07,0.01,salah
5.60,0.36,7.88,-0.04,-0.01,0.04,6.38,-6.71,-1.31,-0.40,-0.15,0.02,salah
4.37,0.40,8.39,-0.05,0.09,0.02,7.39,-6.82,-0.46,0.11,-0.12,-0.03,salah
2.62,0.58,8.98,-0.13,-0.12,-0.06,7.60,-6.23,0.58,0.15,-0.06,-0.05,salah
0.20,-0.60,9.55,-0.10,0.04,-0.00,9.49,-2.55,-1.92,0.02,-0.06,0.01,salah
3.66,-0.10,9.05,-0.08,0.05,-0.00,9.16,-4.14,-0.15,0.01,-0.07,0.06,salah
0.18,-0.97,9.36,-0.09,0.06,-0.02,9.61,-0.40,-2.93,0.08,-0.04,0.18,salah
1.29,0.18,9.69,-0.10,0.04,0.01,8.24,-5.39,-1.37,0.03,-0.10,0.01,salah
1.10,-0.32,9.66,-0.10,0.03,-0.00,9.85,0.14,-1.26,0.02,-0.07,0.03,salah
3.47,-0.73,8.78,-0.09,0.03,-0.00,5.46,-6.90,-4.40,0.10,-0.10,-0.07,salah
3.56,-0.83,8.71,-0.09,0.17,0.01,5.79,-7.65,-4.39,0.07,-0.04,-0.13,salah
-0.98,-1.07,10.12,0.18,-0.36,0.09,8.34,-4.24,-0.71,-0.05,0.26,0.47,salah
2.94,-0.31,9.80,-0.19,-0.40,0.09,9.34,-4.76,-2.16,-0.03,-0.15,0.46,salah
1.16,0.11,9.66,-0.10,0.04,-0.01,9.91,-0.02,-1.37,0.02,-0.08,0.01,salah
-0.44,-0.42,9.57,-0.07,0.06,-0.02,8.85,-4.28,-0.73,0.04,-0.04,-0.07,salah
5.34,0.05,8.76,-0.07,0.05,0.02,8.25,-6.46,-0.85,-0.40,-0.12,0.12,salah
0.08,-0.56,9.56,-0.10,0.04,0.00,9.56,-2.71,-1.84,0.04,-0.03,0.02,salah
0.73,-0.09,9.61,-0.09,0.04,-0.01,8.78,-4.71,-1.19,0.07,-0.06,0.02,salah
3.72,0.14,9.59,-0.08,-0.16,0.08,7.21,-5.89,-2.39,-0.04,-0.09,0.21,salah
3.71,-0.14,9.10,-0.08,0.02,-0.00,8.52,-5.04,0.24,0.01,-0.08,0.02,salah
1.09,-0.20,9.48,-0.03,0.07,0.05,9.74,-1.32,-2.57,0.39,-0.02,-0.25,salah
3.72,-1.05,8.97,-0.10,0.05,0.00,6.69,-6.63,-4.18,0.11,-0.08,-0.02,salah
4.46,-0.81,8.48,-0.09,0.06,-0.03,5.83,-6.90,-4.41,0.06,-0.04,0.00,salah
4.67,0.14,8.72,-0.08,0.11,-0.01,7.42,-6.44,-0.47,-0.04,-0.13,-0.04,salah
-0.02,-0.26,9.72,-0.07,0.04,-0.06,9.44,-2.94,-1.76,0.10,-0.04,0.02,salah
3.68,-1.03,8.79,-0.10,-0.05,0.00,5.34,-7.41,-4.39,-0.01,-0.04,0.08,salah
0.57,-0.05,9.60,-0.09,0.04,-0.01,8.70,-4.75,-1.41,-0.01,-0.06,0.04,salah
4.67,0.22,8.40,-0.08,0.08,-0.03,7.16,-7.64,-0.49,-0.48,-0.16,0.04,salah
0.41,-0.44,9.66,-0.03,-0.02,0.02,9.35,-3.80,-1.23,0.05,-0.07,0.03,salah
3.03,-1.39,9.23,-0.10,0.04,-0.03,7.78,-5.11,-4.07,0.01,-0.05,0.01,salah
0.24,-0.20,9.61,-0.23,-0.04,-0.03,9.35,-2.50,-1.67,-0.15,-0.07,0.06,salah
0.65,-0.01,9.51,0.02,0.08,0.02,9.53,1.17,-1.53,0.04,-0.03,-0.00,salah
0.35,-0.69,9.42,-0.07,-0.07,-0.01,9.81,-1.62,-1.35,-0.01,-0.03,0.14,salah
1.16,-0.14,9.63,-0.10,0.05,-0.00,9.69,-0.60,-2.98,0.01,-0.08,0.02,salah
1.66,0.06,9.57,-0.10,0.10,0.01,9.68,-1.16,-2.82,0.24,-0.05,-0.15,salah
1.25,-0.34,9.50,-0.10,0.03,-0.00,9.95,0.12,-1.34,0.05,-0.06,0.02,salah
3.11,0.07,9.15,-0.09,0.05,0.02,8.81,-4.53,-0.04,0.11,-0.05,-0.04,salah
4.45,-1.06,8.84,-0.10,0.02,-0.06,5.98,-6.61,-4.72,0.04,-0.01,0.03,salah
3.77,-0.86,9.02,-0.12,0.06,-0.06,6.39,-6.34,-4.30,-0.00,0.01,0.01,salah
1.79,-0.61,9.52,-0.07,0.06,0.03,9.41,-1.91,-2.64,0.15,-0.08,-0.08,salah
3.70,-0.06,9.05,-0.10,0.04,-0.01,8.49,-5.14,0.13,0.07,-0.07,0.02,salah
0.23,-0.72,9.65,-0.09,0.04,-0.02,9.70,-1.38,-1.36,-0.02,-0.02,0.13,salah
1.25,-0.46,9.56,-0.11,0.05,0.06,9.56,-0.52,-2.41,0.19,-0.04,-0.07,salah
3.52,0.11,9.02,-0.09,0.04,-0.00,8.83,-4.45,-0.09,0.04,-0.06,0.02,salah
1.30,0.13,9.73,-0.09,0.05,-0.01,9.89,-0.16,-1.25,0.03,-0.05,0.02,salah
1.17,0.08,9.52,-0.09,0.04,0.01,9.82,-0.05,-1.29,0.04,-0.05,0.02,salah
3.96,0.44,8.54,-0.14,0.08,-0.02,7.64,-6.23,-0.18,-0.06,-0.08,-0.06,salah
1.10,0.09,9.60,-0.08,0.03,0.00,9.84,-0.15,-1.18,0.03,-0.04,0.06,salah
1.82,-1.66,9.53,-0.10,-0.00,0.07,9.36,-2.63,-2.32,-0.03,-0.09,0.02,salah
4.64,-1.16,8.45,-0.10,0.04,-0.01,5.58,-6.82,-4.70,0.01,-0.08,0.04,salah
0.25,-0.44,9.50,-0.09,0.03,0.01,9.56,-2.67,-1.91,0.10,-0.09,0.02,salah
3.22,0.05,9.18,-0.09,0.02,-0.01,9.06,-4.16,-0.25,0.04,-0.05,0.02,salah
3.90,0.14,8.62,-0.08,-0.09,0.09,7.11,-6.89,-2.93,-0.19,-0.09,-0.01,salah
3.59,0.36,8.99,-0.12,0.07,0.04,7.72,-6.03,-1.31,0.02,-0.04,-0.04,salah
0.40,-0.09,9.63,-0.09,0.05,-0.02,8.79,-4.65,-1.43,0.02,-0.06,0.01,salah
0.30,-0.58,9.64,-0.09,0.04,0.00,9.84,-1.58,-1.33,0.06,-0.06,0.01,salah
4.36,0.28,9.17,-0.17,0.04,-0.04,8.33,-6.33,-0.53,0.10,-0.06,0.03,salah
1.55,0.56,9.57,-0.12,-0.06,0.05,9.94,-1.60,-2.08,0.48,0.18,0.09,salah
0.15,-0.42,9.63,-0.08,0.06,0.00,9.54,-2.70,-1.87,-0.00,-0.06,0.01,salah
1.63,-1.30,9.42,-0.10,0.02,0.00,9.54,-2.69,-2.30,0.13,-0.06,0.03,salah
1.06,0.07,9.59,-0.09,0.03,0.01,9.87,0.16,-1.09,0.04,-0.05,0.03,salah
1.08,-0.04,9.45,-0.10,0.09,0.06,7.83,-6.26,-0.90,0.08,-0.12,-0.08,salah
1.80,-1.79,9.46,-0.09,0.05,0.00,9.63,-1.50,-2.26,0.01,-0.07,0.02,salah
-0.19,-0.42,10.07,-0.11,-0.02,-0.04,8.49,-5.21,-0.78,-0.00,-0.06,-0.01,salah
0.15,-0.40,9.67,-0.10,0.04,0.02,9.29,-3.10,-1.58,0.09,-0.04,-0.00,salah
4.02,0.48,8.93,-0.07,0.08,-0.00,7.62,-6.89,-1.31,-0.10,-0.11,0.01,salah
1.16,0.20,9.69,-0.08,0.04,0.01,9.92,0.19,-1.07,0.04,-0.08,0.00,salah
4.02,0.08,8.92,-0.07,0.03,0.01,6.86,-7.17,-2.98,0.10,-0.14,-0.09,salah
5.38,0.19,8.19,-0.09,0.10,0.00,6.92,-7.94,-0.83,-0.27,-0.06,0.03,salah
0.11,-0.82,9.40,-0.12,0.05,0.06,9.71,-2.58,-2.65,0.16,-0.03,-0.06,salah
3.03,0.16,9.07,-0.10,0.01,-0.02,8.91,-3.47,-0.16,0.16,-0.22,-0.20,salah
1.06,-0.29,9.56,-0.09,0.02,-0.12,9.63,-1.64,-2.45,0.03,-0.09,0.09,salah
1.06,-0.35,9.45,-0.11,0.03,0.00,9.88,0.10,-1.30,0.04,-0.06,0.01,salah
3.81,-0.06,8.85,-0.09,0.03,0.01,8.42,-5.18,0.37,-0.02,-0.02,0.05,salah
3.76,0.04,8.94,-0.10,0.11,-0.06,8.59,-4.90,0.11,-0.03,-0.11,-0.12,salah
0.43,-0.54,9.58,-0.10,0.03,0.00,9.85,-1.38,-1.39,0.03,-0.05,0.04,salah
1.96,-1.99,9.36,-0.10,0.04,0.01,9.63,-2.28,-2.04,-0.07,-0.11,0.02,salah
0.50,-0.62,9.88,-0.09,0.03,0.02,9.06,-4.39,-1.06,-0.03,-0.02,0.07,salah
1.27,-0.35,9.73,-0.09,0.08,-0.04,9.57,-0.81,-2.74,-0.07,-0.06,0.05,salah
3.57,-0.16,9.15,-0.10,0.02,0.02,9.11,-3.95,-0.33,0.11,-0.08,0.04,salah
0.17,-0.17,9.63,-0.10,0.06,-0.04,9.48,-3.05,-1.82,-0.04,-0.05,0.01,salah
0.21,-0.77,9.58,-0.13,0.02,-0.26,9.43,-3.19,-1.55,-0.05,-0.02,0.01,salah
2.51,-0.07,9.02,-0.18,0.04,-0.01,7.64,-5.85,-2.59,-0.04,0.05,0.00,salah
0.04,-0.97,9.50,-0.07,-0.00,-0.02,9.51,-1.13,-2.74,0.13,0.04,0.42,salah
-0.20,-0.30,9.60,-0.12,0.16,-0.03,9.15,-3.97,-0.88,-0.05,-0.05,-0.03,salah
0.05,-0.59,9.58,-0.10,0.04,0.00,9.52,-2.76,-1.86,0.06,-0.04,0.02,salah
3.85,0.53,8.96,-0.08,0.04,-0.01,7.46,-6.37,-1.24,0.08,-0.05,0.03,salah
1.29,-0.37,9.60,-0.10,0.04,-0.03,9.57,-0.81,-2.74,-0.07,-0.06,0.05,salah
0.04,-0.85,9.61,-0.11,0.01,-0.03,9.93,-1.17,-2.99,-0.19,-0.12,-0.11,salah
1.03,-0.11,9.55,-0.13,0.10,-0.05,9.59,-1.56,-2.18,-0.11,-0.06,-0.26,salah
0.32,-0.36,9.63,-0.09,0.06,0.10,9.02,-4.13,-1.42,0.07,-0.09,0.01,salah
1.05,-0.85,9.51,-0.22,0.05,0.05,9.98,-1.35,-2.81,0.07,-0.09,0.06,salah
0.11,-0.55,9.57,-0.09,0.05,-0.01,9.55,-2.55,-2.00,-0.03,-0.06,0.01,salah
3.33,-0.02,9.10,-0.11,0.04,-0.00,8.96,-4.32,-0.11,0.02,-0.09,0.02,salah
4.29,0.35,8.56,-0.07,0.07,0.01,7.86,-6.47,-0.57,0.13,-0.09,-0.04,salah
1.19,0.07,9.67,-0.09,-0.00,0.03,8.03,-5.70,-0.80,0.08,-0.08,0.05,salah
2.09,0.81,9.36,-0.18,0.04,0.07,8.08,-5.90,-2.80,-0.50,-0.06,-0.12,salah
1.00,-0.09,9.46,-0.11,0.03,0.00,9.49,-1.44,-2.67,0.10,-0.06,0.07,salah
0.43,-0.08,9.55,-0.09,0.03,0.01,8.70,-4.60,-1.64,0.01,-0.11,0.02,salah
-0.05,-0.37,9.29,-0.01,0.07,-0.03,8.70,-4.55,-0.85,0.02,-0.04,-0.03,salah
0.49,-0.44,9.62,-0.12,0.03,0.00,9.41,-2.84,-1.71,0.10,-0.08,-0.03,salah
0.12,-0.58,9.59,-0.09,0.03,-0.01,9.53,-2.63,-1.93,0.01,-0.05,0.03,salah
5.08,0.28,8.93,-0.08,0.02,0.03,7.53,-7.50,-0.50,-0.20,-0.11,0.06,salah
0.04,-0.88,9.50,-0.10,0.04,-0.02,9.53,0.47,-3.21,0.02,-0.05,0.02,salah
0.19,-0.51,9.56,-0.09,0.04,-0.00,9.42,-2.44,-1.91,0.01,-0.11,0.01,salah
1.19,0.09,9.47,-0.09,0.03,0.01,9.83,-0.12,-1.33,0.08,-0.06,0.03,salah
3.78,0.13,8.86,-0.08,0.08,0.02,7.30,-6.78,1.08,0.08,-0.08,0.03,salah
0.39,-0.57,9.63,-0.10,0.03,-0.01,9.11,-4.01,-1.45,0.03,-0.03,0.03,salah
3.90,-0.57,8.93,-0.11,0.10,-0.04,7.30,-6.52,1.02,-0.10,-0.08,0.02,salah
4.48,0.40,8.72,-0.11,0.09,-0.03,7.12,-6.70,0.32,0.05,-0.06,0.03,salah
2.86,0.56,8.96,-0.08,0.02,0.02,5.66,-6.94,1.03,0.09,-0.02,0.17,salah
0.48,-0.00,9.79,-0.08,0.01,-0.03,8.66,-4.48,-1.56,0.04,-0.12,0.05,salah
3.70,0.75,8.94,-0.04,0.07,-0.01,8.09,-6.36,-1.26,0.08,-0.01,0.01,salah
3.47,-0.12,8.95,-0.10,0.02,0.01,9.11,-4.11,-0.13,0.07,-0.05,0.03,salah
1.62,-1.91,9.28,-0.11,0.01,-0.00,9.37,-2.32,-1.93,0.16,-0.09,-0.02,salah
1.28,0.17,9.51,-0.11,0.05,-0.01,9.88,-0.22,-1.35,0.00,-0.06,0.00,salah
